Kabupaten/Kota,Rata-rata Pengeluaran Perkapita Seminggu Menurut Kelompok Daging Per Kabupaten/kota (Rupiah/Kapita/Minggu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAGING,,,,,,,Daging sapi,,,,,,,"Daging kambing, domba/biri-biri",,,,,,,Daging babi,,,,,,,Daging ayam ras,,,,,,,Daging ayam kampung,,,,,,,Daging segar lainnya,,,,,,,Daging diawetkan lainnya,,,,,,,"Tetelan, sandung lamur",,,,,,,"Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",,,,,,
Sumbawa Barat,5501.63,8038.19,11479.28,10064.04,11303.59,11714.45,11803,1275.82,2358.85,5023.96,2401.71,2636.49,3050.43,3121,35.94,-,174.7,56.77,141.14,219.22,19,-,-,-,-,-,-,-,1826.87,3208.82,3337.33,4370.2,5859.71,5727.76,5825,1693.62,1222.09,2072.52,2423.05,1601.51,1714.35,1491,294.15,1026.79,275.29,512.69,506.36,336.55,662,135.48,27.95,188.89,51.07,184.2,427.28,271,-,-,-,36,6.29,22.59,59,239.75,193.69,406.59,212.54,367.89,216.26,353
Lombok Utara,6455.35,6225.65,7563.44,7845.46,8237.54,9057.35,11950,2242.73,1493.64,2101.06,1928.91,2342.01,1802.19,3866,12.97,91.07,17.08,78.01,106.78,30.49,21,21.8,90,53.66,136.03,-,273.26,155,2259.77,2452.5,2317.39,2055.96,2871.85,3299.9,4392,1724.84,1860.04,2663.99,3328.18,2149.42,2795.94,2771,-,-,55.87,167.25,226.23,70.62,76,-,-,12.97,-,53.4,136.45,183,7.44,7.08,39.87,38.14,166.61,219.01,152,185.79,231.32,301.55,112.98,321.26,429.5,333
Kota Mataram,9004.22,8858.99,10451.83,11018.25,11962.44,11742.92,13088,3069.69,2501.83,3454.13,3509.72,4465.9,2893.48,3120,41.4,13.87,26.18,78.37,88.26,7.18,2,231.65,164.31,421.99,159.71,61.28,204.33,243,3322.87,3770.85,3762.47,4794.65,5206.3,5817.18,6681,1919.9,1613.2,1874.07,1794.52,1121.78,1403.49,1342,33.48,45.34,242,46.89,136.44,143.57,100,17.41,240.71,168.85,62.48,503.66,540.2,682,180.47,208.34,146.43,175.02,81.44,92.74,310,187.34,300.53,355.69,396.89,297.38,640.76,610
Kota Bima,5529.06,6214.65,6471.59,7788.23,6781.19,6284.86,7366,1139.82,1266.78,1098.82,1242.24,933.2,1153.62,1454,393.85,-,97.16,300.85,-,2.61,1,-,14.11,-,-,-,17.8,-,2317.57,2741.91,3046.18,3343.25,3736.09,3464.8,4544,1253.1,1693.27,1961.44,2423.04,1562.17,1389.9,898,26.66,65.11,-,111.24,50.97,49.83,19,232.36,86.33,70.77,98.31,293.08,160.6,196,-,4.76,10.13,28.6,-,-,5,165.7,342.39,187.08,240.69,205.68,45.7,249
Sumba Barat,5929.71,8962.45,8406.19,15357.28,11731.8,12459.39,12256,583.1,646.75,397.45,2153.64,1907.35,1250.79,572,132.99,13.33,54.61,39.64,66,1.94,18,2167.51,3483.62,4578.79,7036.6,3807.4,4710.51,5038,1098.19,1011.05,991.69,1122.06,1889.86,2492.34,1956,1106.8,2739.52,1338.8,4013.97,2530.9,3276.91,3424,753.64,1053.1,986.76,953.76,1471.03,619.17,1184,-,15.08,32.62,15.77,59.27,14.81,63,-,-,-,-,-,-,-,87.48,-,25.47,21.83,-,92.93,2
Sumba Timur,5969.54,7356.25,7900.24,9655.69,9809.31,11230.94,11154,163.31,363.69,666.13,591.97,774.36,333.91,899,121.19,36.4,25.23,138.79,200.94,66.58,13,1426.9,2097.74,2640.1,3326.89,392.89,3459.81,1402,1201.81,972.2,2020.9,1767.03,3453.51,2781.23,3325,2816.87,3516.32,2283.5,3548.2,4650.04,4164.11,5151,167.24,367.17,224.07,136.38,303.1,424.19,332,72.15,-,-,101.01,15.75,0.9,32,-,2.73,-,6.02,-,0.2,-,0.07,-,40.32,39.4,18.72,-,-
Kupang,3843.63,4085.52,6608.36,4866.6,6906.29,6975.88,9905,766.7,702.74,596.35,627.91,1117.89,913.52,1270,23.52,84.39,27.74,56,118.53,192.14,241,1558.6,1632.59,4110.84,1879.58,1798.36,1912.5,4412,784.72,710.12,629.78,649.88,1325.01,1604.43,1326,519.85,800.52,1029.11,1463.1,2419.55,2253.95,2409,145.02,68.8,114.08,158.22,75.28,88.78,89,16.38,74.6,49.09,14.83,11.19,-,141,8.19,-,-,-,23.31,3.48,-,20.65,11.76,51.37,17.08,17.17,7.08,16
Timor Tengah Selatan,12858.81,12769.84,9980.84,11713.36,13340.66,13901.79,9631,2345.3,1741.91,1193.45,1055.86,1445.68,1969.7,871,94.06,215.7,199.97,55.48,47.85,164.05,82,3894.95,2832.67,3683.42,1890.94,1615.08,1989.44,2159,2627.54,2683.45,1969,3420.18,3128.61,3966.74,2346,3796.9,5146.61,2873.65,5080.7,6993.51,5576.06,3917,47.22,29.07,40.96,196.2,44.36,172.15,132,-,-,10.58,-,3.01,32.24,101,-,-,7.7,-,-,-,-,52.85,120.43,2.11,14,62.56,31.4,22
Timor Tengah Utara,8971.62,9106.75,10063.24,11900.7,6693.65,9285.93,13998,1385.2,1428.98,1806.63,2493.07,1585.79,2403.36,2622,504.57,215.39,141.86,136.77,15,294.24,369,2134.27,2499.92,4266.28,3279.65,1531.88,1999.9,3508,1376.17,1133.72,1749.75,2048.01,1363.84,2111.01,3508,3467.77,3781.67,1998.46,3613.67,2083.94,2361.09,3879,-,39.64,79.1,256.59,56.53,35.87,73,6.89,3.05,-,41.03,42.29,62.05,10,39.94,-,-,-,-,11.1,12,56.83,4.37,21.16,31.9,14.39,7.32,18
Belu,5990.67,6576.04,10263.17,10857.56,10033.55,12972.15,10404,1551.41,1569.58,1768.59,2851.61,2886.35,4562.76,1638,81.53,154.33,32.29,258.28,67.85,52.03,22,2299.44,2660.85,5144.74,3251.19,3006.44,2958.11,3659,1055.89,814.12,1453.34,3269.29,1968.02,2741.48,2753,753.56,1333.66,1735.31,1149.2,2034.88,2468.61,2012,141.78,22.17,94.74,57.38,-,46.37,75,102.27,-,-,20.63,70.01,99.5,242,3.36,-,-,-,-,43.28,2,1.43,21.33,34.16,-,-,-,-
Alor,1478.35,2138.16,1495.74,2715.44,3338.79,3735.24,3541,206.21,253.91,80.94,341.72,171.01,431.85,80,-,8.59,41.87,-,231.26,87.56,-,432.06,493.3,339.84,605.66,193.35,710.22,901,404.47,432.17,367.43,332.47,439.21,929.55,652,213.32,679.97,513.73,1148.63,1791.01,1277.35,1412,192.02,252.02,151.93,286.96,492.5,212.86,299,30.26,11.12,-,-,20.45,85.85,158,-,-,-,-,-,-,-,-,7.08,-,-,-,-,39
Lembata,1702.66,1921.65,1694.16,2956.81,1423.59,2587.33,2467,297.16,110.85,81.14,32.09,8.58,38.55,250,10.81,-,15.91,149.55,42.63,124.77,122,669,1032.17,729.54,640.54,468.89,329.9,489,292.12,122.08,481.1,248.37,218.4,288.58,660,433.56,560.8,302.8,1817.17,441.38,1123.36,561,-,95.74,72.56,69.1,236.01,624.66,386,-,-,11.11,-,7.72,49.58,-,-,-,-,-,-,-,-,-,-,-,-,-,7.94,-
Flores Timur,1458.82,3148.98,2174.01,2255.16,3097.57,2505.32,1925,92.19,115.46,22.81,67.48,150.49,49.79,7,81.2,116.63,-,9.85,4.15,57.9,62,436.62,930.74,723.38,1076.11,685.6,598.01,500,617.1,849.83,569.27,154.75,850.13,993.87,838,154.82,881.92,652.59,922.9,1220.7,498.81,358,56.19,179.51,205.96,24.07,176.28,302.73,140,20.69,74.89,-,-,7.38,4.22,22,-,-,-,-,2.85,-,-,-,-,-,-,-,-,-
Sikka,1779.26,1834.43,3176.98,4213.41,3405.17,1720.66,4302,197.71,105.77,169.13,266.22,330.19,234.9,387,7.28,57.84,50.51,77.11,20.88,59.39,57,589.97,477.29,648.8,1447.57,629.51,381.58,1255,412.86,336.19,1014.85,350.15,766.16,448.78,895,483.47,736.49,1004.39,1778.51,1124.66,385.6,1690,87.97,59.38,289.31,293.86,525.12,210.42,10,-,61.46,-,-,8.66,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ende,2901.74,2718.37,3352.33,3745.7,5161.92,4020.33,4665,468.96,499.31,342.92,250.56,1151.16,267.86,332,41.15,8,-,43.19,17.54,18.33,16,928.02,612.38,1140.22,1452.23,1237.63,1274.39,1794,451.36,615.11,846.52,805.81,1353.48,611.54,1072,970.83,907.48,816.73,1074.84,1257.99,1618.94,1207,8.21,10.07,139.32,54.82,134.82,199.42,203,-,-,-,42.76,-,29.84,-,-,1.45,-,-,-,-,30,33.22,64.57,66.62,21.48,9.31,-,11
Ngada,5669.1,7065.68,6502.18,8457.81,8739.09,10163.78,11584,395.78,552,252.88,343.99,829.26,237.86,378,91.21,-,-,-,179.45,-,112,1485.25,1575.71,1500.17,3422.82,3019.44,2243.23,2742,654.87,593.27,1503.6,596.84,1218.89,1715.78,2398,2807.47,3541.77,3073.8,3765.77,3440.7,5163.9,5672,229.34,802.93,151.73,328.38,51.35,728.54,238,5.18,-,20,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,74.46,15
Manggarai,4105.43,4897.7,4967.84,7756.71,6677.72,5633.18,7321,347.95,254.44,745.85,287.57,322.19,904.91,136,-,117.21,14.21,-,13.82,137.21,12,2030.13,1857.51,2472.88,5207.35,2740,1645.81,3653,784.8,1009.28,881.57,952.34,1852.84,1784.77,2078,791.35,1411.7,804.4,1235.54,1503.47,974.78,1367,139.68,247.56,46.35,73.92,201.38,164.14,57,-,-,-,-,44.02,21.27,19,-,-,-,-,-,-,-,11.53,-,2.59,-,-,0.28,-
Rote Ndao,4212.32,4854.49,6101.24,5566.17,2717.27,7794.62,6677,414.15,707.36,595.4,776.88,499.14,1001.63,690,228.52,155.49,314.15,528.64,-,150.4,161,2420.42,2504.97,3043.3,850.48,710.88,3302.51,2458,459.65,868.67,1041.38,1552.9,842.49,1089.46,1664,608.32,522.55,894.97,1789.22,664.75,2090.89,1630,81.25,59.46,130.41,13.4,-,141.17,52,-,-,4.19,54.66,-,18,21,-,-,5.41,-,-,0.55,-,-,35.99,72.03,-,-,-,-
Manggarai Barat,3799.66,3757.84,3113.08,7204.55,4761.59,3712.59,4910,277.61,304.66,749.66,522.84,360.19,135.67,122,57.75,-,31.28,40.14,35.33,-,-,1100.67,776.01,624.26,3007.86,694.79,618.52,2252,1051.98,1506.94,705.21,1712.17,1870.9,1032.83,1564,1113.05,1061.6,847.91,1835.44,1618.98,1648.54,894,186.56,108.63,154.75,62.17,158.03,268.73,65,-,-,-,23.92,6.19,-,13,-,-,-,-,-,-,-,12.03,-,-,-,17.17,8.3,1
Sumba Tengah,5189.13,9453.59,7211.54,9991.14,7425.28,13827.5,10629,369.88,256.94,255.28,399.04,684.69,451.07,248,2.47,104.94,9.05,90.73,122.75,65.4,158,2371.71,3372.78,2732.13,3519.28,1445.87,2539.24,2435,352.8,1013.18,973.48,1390.3,1348.3,2246.75,2065,1637.94,3337.99,2824.25,3951.52,2625.36,7330.73,4793,449.94,1243.15,356.93,587.42,1194.35,1082.94,930,4.4,124.62,60.42,52.85,3.95,111.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sumba Barat Daya,7302.57,9478.03,10118.75,13142.94,12629.14,14791.28,11645,249.27,488.58,646.83,374.66,1024.59,1345.74,868,2.62,157.85,41.92,93.25,308.99,7.48,184,3056.94,3465.4,3600.29,4315.76,3020.5,5086.45,4164,1224.78,1040.96,2086.73,1888.58,2290.76,2232.69,2401,1809.34,2364.11,2403.51,4738.6,3630.67,4306.16,2616,869.13,1803.24,1311.9,1641.6,2331.26,1812.76,1392,36.12,19.94,13.86,4.97,12.42,-,13,0.08,-,-,-,-,-,-,54.28,137.94,13.71,85.53,9.95,-,7
Nagekeo,4981.1,3297.48,4536.02,6612.67,4960.69,5786.83,5097,630.52,312.53,292.7,139.42,497.37,295.36,440,30.35,59.93,19.42,50.93,91.4,29.85,12,1095.77,448.92,964.22,1667.28,616.52,890.7,898,271.01,590.41,915.58,516.68,791.04,1268.79,989,2590.57,1805.79,2190.81,3856.95,2779.35,2969.63,2379,362.88,79.91,153.29,350.38,185.02,331.05,344,-,-,-,-,-,1.45,34,-,-,-,-,-,-,-,-,-,-,31.03,-,-,-
Manggarai Timur,2057.65,2332.58,2346.45,5621.03,2807.25,3010.94,5803,48.31,32.2,199.12,356.3,81.45,88.79,763,96.01,-,27.02,83.18,39.15,247.73,149,766.91,953.69,348.11,2080.16,373.7,707.04,1582,338.82,380.97,629.1,960.89,1271.35,1015.52,1116,690.38,943.63,1086.6,1943.89,739.25,764.55,1778,117.22,22.08,56.5,196.61,284.67,187.3,415,-,-,-,-,17.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sabu Raijua,9629.99,10793.22,10364.28,22481.27,9496.79,10898.73,17451,303.77,154.01,417.74,311.68,127.84,517.53,1616,408.55,288.96,109.37,338.6,1369.82,648.8,653,4896.96,5656.11,6453.86,17571.34,1271.69,1698.57,6150,999.88,837.22,987.77,1974.74,1744.3,2510.65,2836,2842.12,3800.1,2357.01,2206.64,4890.05,5447.28,5714,110.58,27.09,38.54,78.27,93.09,75.91,392,51.89,29.74,-,-,-,-,92,-,-,-,-,-,-,-,16.23,-,-,-,-,-,-
Malaka,8273.03,6277.15,7082.72,7833.14,7612.21,6749.13,9868,1475.74,1232.21,871.7,1652.41,1371.04,1761.86,1747,39.7,3.75,6.7,14.95,15.67,51.76,33,2492.33,1414.72,2890.01,1488.34,1582.93,1188.06,2158,2024.02,1653.24,1030.45,2911.95,2374.86,2231.73,2202,2231.27,1903.03,2283.86,1765.49,2151,1501.66,3606,9.97,60.09,-,-,42.85,6.23,-,-,-,-,-,9.84,7.82,90,-,-,-,-,4.69,-,-,-,10.11,-,-,59.32,-,33
Kota Kupang,9170.76,7727.64,9879.48,10880.93,9351.96,10446.9,11438,1271.54,629.59,1150.52,1145.61,1005.54,1139.6,734,83.31,-,4.34,56.04,42.98,34.52,14,2842.12,2525.54,3315.96,3927.58,2367.19,2161.57,2745,3622.42,3027.02,3996.6,4389.86,4625.78,5470.21,6002,1001.77,930.92,747.5,837.32,1015.72,1107.07,1299,4.29,98.16,151.15,33.03,59.92,157.53,221,210.3,296.48,313.79,225.24,187.86,227.58,311,21.35,56.32,118.4,138.3,3.39,47.03,33,113.67,163.62,81.22,127.94,43.58,101.79,80
Sambas,4570.13,5341.45,4467.39,3858.98,3671.37,5082.89,5211,139.29,410.71,361.05,244.57,173.78,330.18,348,-,34.71,-,15.57,-,-,-,466.71,395.55,252.38,141.03,300.16,162.76,329,3360.11,3861.87,3156.71,2875.41,2476.59,3971.51,3568,471.06,579.15,476.11,426.34,332.75,173.59,328,41.49,-,76.09,24.13,35.35,57.18,97,-,9.07,9.01,23.78,268.76,271.37,310,23.13,-,-,32.48,-,7.15,32,68.36,50.38,136.05,75.67,83.96,109.16,198
Bengkayang,6518.75,7040.17,7275.93,10779.28,11477.4,13271.14,12157,36.98,246.41,191.28,364.74,704.66,276.34,159,-,-,52.93,-,-,-,-,2082.6,1579.31,1948.33,3529.95,2197.13,3012.45,3382,2972.47,3698.25,3432.36,5252.08,5428.53,6076.56,5820,1091.72,1125.14,1299.77,1183.36,2064.58,2901.96,2173,168.82,156.08,77.98,194.48,419.2,100.62,66,112.93,77.1,83.81,93.91,401.14,579.61,388,-,-,10.65,28.88,5.49,10.22,8,53.23,157.88,178.83,131.88,256.67,313.37,162
Landak,7734.86,8333.73,7698.71,9876.6,11073.13,12411.56,11262,86.51,126.63,84.47,76.54,335.45,239.56,485,1.67,-,-,31.21,-,-,-,2805.02,2474.43,2642.5,3347.74,960.22,1594.05,1427,3416.59,3167.04,3280.6,4695.45,6497.51,6942.2,6760,1114.92,2244.92,1309.41,1231.94,2156.41,1725.92,1363,158.55,221.19,277.17,317.13,531.98,1029.41,539,-,51.83,20.71,80.96,492.7,538.78,356,-,-,43.44,19.19,9.59,11.89,-,151.61,47.68,40.41,76.43,89.27,329.75,333
Mempawah,5643.96,5894.67,6015.01,5502.07,5210.28,7414.32,6644,607.57,461.58,369.25,310.8,259.63,665.47,397,13.17,-,-,-,23.52,-,-,1058.06,1128.36,1187.75,1249.08,359.45,644.24,462,3461.57,3687.44,3827.28,3418.05,3782.61,5149.77,4605,336.49,493.43,558.48,427.62,438.63,724.46,683,-,67.8,-,6.79,-,30.1,27,1.77,-,2.01,-,219.85,167.95,378,17.48,10.11,50.39,-,56.19,13.27,3,147.85,45.95,19.85,89.73,70.4,19.05,89
Sanggau,8186.53,7858.35,9491.86,10959.82,11819.05,10662.41,11891,244.8,143.85,302.65,734.22,570.58,974.58,497,-,14.26,8.14,83.2,7.16,-,-,1365.34,1428.57,2030.78,2104.66,877.43,151.34,1318,5334.24,4873.52,5751.99,6574.14,7893.01,7040.81,7855,951.96,989.47,1090.25,1091.93,1142.19,1465.55,1323,44.12,179.52,203.78,97.1,167.2,278.99,130,42.81,108.14,12.81,90.88,749.09,550.18,659,7.41,2.99,-,-,32.31,-,-,195.86,118.03,91.45,183.68,380.08,200.97,108
Ketapang,5314.32,6304.12,6188.5,7847.18,8434.01,9640.13,10823,439.87,602.9,562.5,564.47,654.91,814.47,707,-,46.93,-,-,-,51.28,64,338.54,562.5,479.04,641.32,686.75,1179.2,1107,3439.86,3923.92,4381.9,5447.73,5422.97,4806.12,5714,942.41,990.13,411.18,817.47,1280.22,1469.29,2824,90.34,121.26,235.2,273.5,178.66,982.75,131,37.87,14.87,22.25,24.62,96.87,265.04,208,-,-,-,23.05,34.58,5.2,23,25.43,41.6,96.42,55.01,79.05,66.77,46
Sintang,8064.37,9121.35,11488.76,10036.36,12710.89,12382.3,15342,257.4,591.77,944.91,326.57,907.07,890.48,1014,-,-,-,26.55,-,-,-,929.16,928.5,1183.88,1340.81,1002.95,621.35,1646,4781.98,5662.15,5522.16,6139.47,7511.82,7602.25,8190,1432.19,1443.27,2712.47,1527.57,1893.97,1813.16,2459,264.24,180.64,517.49,345.86,431.6,311.77,658,125.43,3.61,84.49,26.9,411.03,734.85,913,27.42,51.61,51.04,39.23,34.27,-,17,246.57,259.81,472.32,263.39,518.19,408.45,445
Kapuas Hulu,8510.67,8376.23,8457.15,8208.73,11371.49,13380.72,13076,904.33,765.29,805.9,875.58,1857.27,892.65,2058,3.07,13.1,22.34,-,-,40.95,-,299.73,1041.03,1179.28,546.29,583.36,263.36,505,4813.59,4830.33,5411.81,5576.72,6792.74,10749.01,8843,1287.55,1208.11,769.32,968.09,1504.77,794.66,907,541.94,164.52,83.38,126.73,59.08,104.64,118,397.28,215.2,59.53,-,361.47,469.51,422,93.93,-,-,-,-,9.64,-,169.24,138.65,125.57,115.32,212.82,56.31,222
Sekadau,9662.59,9214.99,10054.33,9970.86,11906.77,11588.5,17844,352.25,425.61,478.63,128.57,600.66,922.93,1271,52.61,-,12.68,-,39.88,5.59,38,1243.6,1463.65,1438.43,2988.67,1322.42,1106.77,2017,5448.22,5256.24,5480.7,4883.87,6885.97,7674.57,10415,2170.08,1574.76,1606.02,1030.25,1957.92,1062.47,2322,276.91,318.08,851.91,624.69,580.17,425.7,460,30.16,26.24,15.27,147.34,278.63,289.1,970,4.99,-,7.58,3.91,130.18,-,-,83.78,150.41,163.11,163.55,110.93,101.36,351
Melawi,8634.49,9565.44,10883.84,11812.15,13309.77,14268.84,14519,459.88,673.74,1236.59,1120.25,2498.16,1425.26,2912,-,-,100.41,-,-,-,-,1523.39,1179.26,1325.65,1250.61,554.4,752.38,383,5310.67,5839.2,6424.62,7514.36,8474.72,9333.54,8818,978.6,1310.21,1329.91,1306.89,563.47,1478.3,1078,143.99,376.89,279.87,229.28,318.27,495.62,442,41.6,34.68,12.28,163.37,671.15,451.54,474,36.13,8.91,-,-,131.99,160.34,105,140.23,142.55,174.52,227.39,97.61,171.86,306
Kayong Utara,4562.4,5159.5,4672.63,5459.4,5916.27,5958.24,7410,395.92,292.44,276.49,739.99,474.45,273.58,757,-,46.79,-,-,-,3.78,65,212.96,50.74,-,82.09,92.55,-,-,3165.37,2761.99,2361.41,3410.29,3812.9,4543.88,5035,675.14,1860.71,1890.72,1119.62,1197.14,905.32,1229,57.37,74.33,144.01,87.75,161.08,-,151,16.97,-,-,-,172.79,230.37,55,-,15.76,-,-,-,-,-,38.67,56.75,-,19.67,5.37,1.3,118
Kubu Raya,4433.44,4409.25,4272.88,3984.08,4908.97,4749.2,7523,533.09,603.24,624.72,537.94,531.96,229.25,580,-,-,5.15,10.43,-,-,23,330.28,240.92,210.67,143.72,199.16,132.98,717,3085.28,2973.03,2965.89,2645.03,3334.65,3531.62,4621,323.97,448.2,276.66,480.68,333.41,495.27,833,6.92,53.22,12.59,-,-,1.69,2,20.79,6.05,26.19,80.09,303.1,253.99,581,27.86,26.75,-,34.74,15.46,35.67,7,105.25,57.85,151.01,51.44,191.23,68.73,156
Kota Pontianak,8505.46,9050.5,8166.24,9798.53,10963.5,11296.43,13062,1411.21,1136.9,1204.7,1318.99,1491.55,1582.33,2370,36.89,-,-,11.07,40.72,-,34,1024.33,981.99,568.75,1245.7,438.1,504.01,477,5348.07,5812.86,5549.61,6224.1,7251.55,7290.9,7911,329.59,290.47,228.73,111.09,402.31,296.85,230,10.05,11.19,54.43,248.96,172.46,371.03,113,39.49,180.57,60.47,327.56,834.51,901.86,1541,100.2,121.53,119.2,85.78,48.7,192.92,78,205.66,514.97,380.36,225.27,283.61,156.55,308
Kota Singkawang,9446.14,9444.66,8478.81,9260.22,11172.09,10798.59,15379,544.58,878.1,378.81,724.65,1065.78,930.58,628,3.89,-,36.44,115.97,-,-,-,2898.89,2903.79,2304.66,2121.97,1648.89,2153.37,4311,4668.94,4434,4585.42,4817.63,6407.26,6427.22,7721,796.88,688.81,550.67,687.15,771.79,343.93,1292,33.74,32.47,35.9,172.75,410.65,116.49,107,105.43,84.56,80.07,203.97,592.83,504.07,829,9.6,127.13,151.96,79.21,62.45,135.63,72,384.19,295.8,354.89,336.92,212.44,187.3,418
Kotawaringin Barat,9287.71,9046.38,10434.07,11057.19,13553.91,11948.16,14901,511.82,501.12,569.9,929.55,2786.59,1331.33,764,-,130,-,43.18,55.88,-,57,60.15,36.53,48.87,243.86,266.97,206.38,1731,7450.46,6658.47,8350.04,7277.58,8325.92,7964.62,9820,936.48,1204.35,1092.7,1496.9,1406.4,837.03,1216,44.53,60.85,29.29,503.65,124.53,251.11,31,-,-,28.75,-,317.97,756.97,744,57.11,55.22,41.21,26.48,8.01,69.09,101,227.15,399.84,273.3,535.98,261.64,531.63,438
Kotawaringin Timur,6829.71,7233.75,7262.2,9353.97,10406.34,9653.3,10879,364.26,537.16,710.12,711.67,972.94,327.3,470,-,229.91,-,16.19,-,-,-,89.73,18.22,32.28,699.8,71.29,285.95,379,5522,5246.44,5120.43,6705.37,7686.4,7459.29,8810,530.41,749.23,1017.01,648.97,1103.4,1075.25,632,21.2,105.99,52.5,92.93,29.19,140.68,46,-,5.54,-,115.85,116.36,35.07,71,-,4.73,0.72,20.36,-,101.9,51,302.1,336.53,329.13,342.82,426.77,227.86,421
Kapuas,4835.76,5987.62,5838.3,5281.56,8397.47,8095.84,7585,483.81,723.92,237.39,61.11,538.86,1006.89,307,-,-,-,-,0.27,22.76,-,354.06,471.91,200.9,535.81,556.47,324.3,775,3465.41,3941.7,4588.26,4026.45,5660.69,5548.79,5173,397.23,619.18,568.14,464.41,1148.98,810,538,22.88,41.84,78.2,27.44,58.24,8.47,198,5.74,-,-,15.34,52.21,21.97,123,21.26,17.79,-,-,22.58,26.21,9,85.38,171.27,165.41,150.99,359.18,326.44,460
Barito Selatan,5225.62,5748.74,7289.44,7676.13,10261.01,8069.61,9612,307.81,203.15,302.54,118.73,445.73,14.84,440,-,-,-,-,-,-,1,584.65,496.74,996.85,1534.22,993.18,1026.08,1615,3374.34,4106.92,4765.47,4894.74,7283.26,5057.08,5746,651.97,719.72,848.06,926.92,880.57,858.92,1052,102.91,20.71,81,90.25,70.1,744.77,22,-,-,36.48,6.82,236.3,147.38,164,-,10.46,46.57,5.59,-,6.3,2,203.93,191.03,212.46,98.86,351.85,214.23,568
Barito Utara,7928.82,7848.09,10458.54,9335.84,11014.66,10922.57,11504,422.05,399.12,1426.84,703.1,442.32,572.76,939,3.38,-,37.13,-,68.5,-,40,114,242.68,698.63,613.32,779.17,258.6,615,6244.82,6296.39,6115.88,5757.02,7075.91,7891.9,7757,857.12,670.11,1810.96,1495.56,1831.83,1374.16,1020,27.51,40.86,27.72,457.08,251.7,171.02,491,-,57.99,-,-,90.88,342.47,230,-,-,19.3,11.8,-,72.21,11,259.95,140.94,322.08,297.95,474.35,239.45,401
Sukamara,8882.16,8514.79,9912.18,10163.71,15316.23,13319.33,14456,554.25,512.68,1038.23,888.69,2521.62,678.55,908,-,-,-,119.04,508.86,33.77,28,193.89,348,327.2,239.81,521.16,498.61,1042,5747.17,4822.08,6848.65,6033.02,8542.97,8402.54,9626,1753.74,1733.32,1277.67,1923.28,2267.91,2492.09,2049,213.87,706.32,319.47,746.45,119.12,581.07,120,97.34,73.74,14.83,3.25,548.96,371.18,613,-,-,12.93,4.76,47.27,-,-,321.9,318.66,73.2,205.4,238.36,261.5,70
Lamandau,11421.54,14279.74,14303.27,17532.56,22448.23,18505.69,18584,562.1,558.77,738.89,1127.35,846.15,1289.03,876,18.01,-,137.22,63.8,71.96,3.78,-,1065.56,1796.53,1442.41,3350.9,2631.18,382.82,1382,6427.28,8868.65,8754.96,9819.48,13094.38,10805.48,13507,2770.51,2742.44,2308.67,2442.74,3982.08,4789.07,1596,383.05,85.85,504.53,465.87,940.21,531.92,336,-,-,2.74,9.19,358.98,473.44,823,-,-,31.71,4.78,-,30.21,-,195.04,227.5,382.14,248.45,523.3,199.93,65
Seruyan,7357.36,7923.51,8993.5,11641.47,12865.54,9348.64,11961,454.99,370.26,295.48,753.53,477.07,231.86,805,-,-,-,-,-,-,-,172.09,56.17,513.32,894.75,252.16,228.16,243,5592.49,6316.37,6596.39,8328.17,10244.82,8125.45,9175,916.63,843.92,1087.5,771.73,1354.48,448.62,837,110.69,170.41,139.97,373.41,191.95,0.7,411,2.17,-,-,-,20.85,52.18,105,-,16.61,-,-,-,22.49,1,108.3,149.77,360.84,519.88,324.2,239.19,383
Katingan,8940.82,8228.94,11760.8,13326.33,11206.78,13811.43,13858,435.72,515.18,338.11,307.16,330.88,1196.67,366,-,-,30.28,-,30.91,2.27,45,616.83,608.59,1618.83,2872.71,637.56,1249.9,1078,6354.86,4884.64,8285.52,8454.65,8756.91,8746.47,9867,1182.66,1542.88,1279.14,1356.96,1142.66,1419.28,2142,185.18,302.96,86.25,-,168.97,630.03,93,-,-,31.09,67.75,49.65,270.11,127,-,3.08,2.26,4.44,-,-,56,165.57,371.62,89.31,262.67,89.25,296.69,85
Pulang Pisau,6596.87,7005.21,7229.13,8492.13,9470.28,8740.61,11301,379.91,556.29,329.41,478.06,191.68,289.57,140,-,28.33,-,-,-,-,-,321.72,757.84,908.26,1345.5,591.44,463.63,1566,4789.26,4128.11,4458.14,5327.58,7083.7,6598.81,6573,790.13,1239.34,1278.06,1017.71,1111.22,1090.98,2514,21.51,13.77,55.82,122.87,160.87,19.3,1,-,-,-,-,84.2,38.02,221,-,-,3.5,-,9.24,1.19,-,294.34,281.53,195.94,200.42,237.92,239.09,287
